Country,Adelaide,North Adelaide,Adelaide Hills,Aldgate - Stirling,Hahndorf - Echunga,Lobethal - Woodside,Mount Barker,Mount Barker Region,Nairne,Uraidla - Summertown,Burnside - Wattle Park,Glenside - Beaumont,Toorak Gardens,Athelstone,Paradise - Newton,Rostrevor - Magill,Norwood (SA),Payneham - Felixstow,St Peters - Marden,Nailsworth - Broadview,Prospect,Walkerville,Goodwood - Millswood,Unley - Parkside,Gawler - North,Gawler - South,Lewiston - Two Wells,Craigmore - Blakeview,Davoren Park,Elizabeth,Elizabeth East,Munno Para West - Angle Vale,One Tree Hill,Smithfield - Elizabeth North,Virginia - Waterloo Corner,Enfield - Blair Athol,Northgate - Oakden - Gilles Plains,Windsor Gardens,Dry Creek - North,Ingle Farm,Para Hills,Parafield,Parafield Gardens,Paralowie,Pooraka,Salisbury,Salisbury East,Salisbury North,Golden Grove,Greenwith,Highbury - Dernancourt,Hope Valley - Modbury,Modbury Heights,Redwood Park,St Agnes - Ridgehaven,Brighton (SA),Glenelg (SA),Edwardstown,Hallett Cove,Marino - Seaview Downs,Mitchell Park,Morphettville,Sheidow Park - Trott Park,Warradale,Belair,Bellevue Heights,Blackwood,Colonel Light Gardens,Mitcham (SA),Panorama,Aberfoyle Park,Aldinga,Christie Downs,Christies Beach,Clarendon,Coromandel Valley,Flagstaff Hill,Hackham - Onkaparinga Hills,Hackham West - Huntfield Heights,Happy Valley,Happy Valley Reservoir,Lonsdale,McLaren Vale,Morphett Vale - East,Morphett Vale - West,Reynella,Seaford (SA),Willunga,Woodcroft,Beverley,Flinders Park,Henley Beach,Hindmarsh - Brompton,Royal Park - Hendon - Albert Park,Seaton - Grange,West Lakes,Woodville - Cheltenham,Dry Creek - South,Largs Bay - Semaphore,North Haven,Port Adelaide,The Parks,Torrens Island,Adelaide Airport,Fulham,Lockleys,Plympton,Richmond (SA),West Beach,Barossa - Angaston,Light,Lyndoch,Mallala,Nuriootpa,Tanunda,Clare,Gilbert Valley,Goyder,Wakefield - Barunga West,Jamestown,Peterborough - Mount Remarkable,Port Pirie,Port Pirie Region,Kadina,Moonta,Wallaroo,Yorke Peninsula - North,Yorke Peninsula - South,Ceduna,Eyre Peninsula,Kimba - Cleve - Franklin Harbour,Le Hunte - Elliston,Port Lincoln,West Coast (SA),Western,Whyalla,Whyalla - North,APY Lands,Coober Pedy,Flinders Ranges,Outback,Port Augusta,Roxby Downs,Goolwa - Port Elliot,Kangaroo Island,Strathalbyn,Strathalbyn Region,Victor Harbor,Yankalilla,Grant,Kingston - Robe,Millicent,Mount Gambier,Naracoorte,Naracoorte Region,Penola,Tatiara,Wattle Range,Barmera,Berri,Karoonda - Lameroo,Loxton,Loxton Region,Mannum,Murray Bridge,Murray Bridge Region,Renmark,Renmark Region,The Coorong,Waikerie,Migratory - Offshore - Shipping (SA),No Usual Address (SA)
Greece,57,38,3,14,3,0,3,3,3,7,130,59,66,61,189,144,95,112,124,60,333,49,321,330,4,36,29,11,12,5,6,30,4,15,116,212,86,111,0,57,82,0,52,68,53,70,95,69,11,12,51,62,25,14,15,34,50,111,34,56,100,84,12,26,6,58,6,201,102,195,11,37,25,16,0,4,36,4,8,20,0,0,3,15,29,20,8,5,6,94,291,329,590,76,199,150,198,0,85,47,138,246,0,0,31,262,405,862,45,9,0,0,0,0,3,0,3,3,3,0,0,36,10,0,7,6,0,4,13,0,0,0,18,0,0,65,0,0,61,0,3,0,0,12,3,3,5,10,0,0,0,0,37,0,0,3,0,0,147,48,0,35,6,4,7,0,89,81,0,11,0,4
Moldova,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Romania,11,11,0,3,0,0,0,0,0,3,23,7,4,3,20,29,14,6,15,0,6,4,7,10,0,4,3,34,7,27,16,17,0,35,3,19,19,17,0,11,12,0,12,11,24,25,8,21,5,4,11,21,8,9,6,4,7,9,12,12,3,10,0,0,0,5,11,9,5,10,4,8,4,3,0,0,14,0,0,6,0,0,0,14,3,11,7,0,3,3,19,13,15,6,7,8,17,0,8,13,6,35,0,0,9,17,36,13,3,0,0,3,0,0,0,0,0,0,3,0,3,12,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,4,0,3,0,0,3,0,3
Slovenia,0,0,3,3,0,0,0,0,0,0,3,0,5,6,10,12,0,3,8,3,4,3,0,3,0,10,0,0,0,0,9,0,0,0,0,10,3,10,0,4,18,0,4,0,5,9,3,4,0,0,6,8,10,4,0,3,4,0,4,4,8,0,0,8,0,0,0,3,4,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,3,8,13,11,12,4,13,0,10,0,7,0,10,8,0,0,3,6,8,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,3,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0
Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,6,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,5,3,0,3,7,0,3,0,0,3,4,8,8,6,14,15,9,13,4,12,14,10,4,5,3,0,3,5,15,4,6,0,0,10,8,45,23,28,0,15,30,0,16,25,27,22,5,31,9,4,7,11,21,8,0,0,13,15,3,3,7,17,5,3,0,10,4,3,3,3,6,0,3,9,0,0,9,4,9,8,0,0,0,8,3,5,4,0,8,28,29,25,84,78,50,28,74,0,3,7,28,74,0,0,0,16,23,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,13,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Rep.,0,3,4,9,0,9,6,0,3,0,6,9,4,0,0,5,3,8,3,0,0,3,4,14,0,4,4,0,0,8,3,0,0,4,0,8,12,7,0,13,22,0,7,11,4,10,5,9,6,8,4,9,6,3,3,3,20,8,8,4,10,5,5,0,3,3,4,4,3,6,7,6,13,3,0,0,15,0,3,0,0,0,0,9,9,4,3,0,4,4,3,0,3,0,12,10,7,0,3,0,3,4,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5
Estonia,0,3,0,3,0,0,0,0,0,3,5,0,13,0,8,3,6,3,5,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,0,8,3,0,10,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,3,4,0,0,0,4,3,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,5,3,7,19,3,4,11,3,3,10,44,15,18,12,41,39,17,21,11,3,23,4,14,9,0,5,3,0,12,3,7,0,0,8,4,35,28,32,0,29,26,0,7,13,12,18,12,20,9,3,16,29,12,16,12,4,18,16,13,4,16,9,9,8,3,17,12,17,14,11,9,8,8,8,5,3,5,0,0,16,0,0,3,12,10,13,9,0,3,3,18,16,10,12,14,11,12,0,4,16,9,11,0,0,6,18,15,3,0,3,4,3,0,0,4,0,3,0,4,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,21,0,8,4,0,6,0,5,7,7,0,3,0,0,19,3,0,0,0,0,8,12,0,0,0,4,7,0,4,4,0,4,0,0
Latvia,6,8,3,9,3,6,4,0,0,4,27,6,18,6,11,27,7,9,10,0,13,6,16,20,0,3,0,0,0,5,5,0,0,0,4,10,3,23,0,3,5,0,4,0,0,3,3,0,3,5,4,9,4,0,10,11,6,20,3,10,5,11,0,10,3,16,8,14,11,21,3,5,3,7,0,3,3,0,3,0,0,0,0,0,3,4,3,0,3,0,8,5,5,3,20,0,4,0,3,6,4,3,0,0,8,10,15,3,0,0,4,0,0,6,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Lithuania,3,4,0,3,0,0,0,0,0,0,16,7,4,13,17,16,12,3,9,0,3,3,6,4,0,4,0,0,0,0,0,0,0,3,0,13,9,7,0,0,0,0,0,0,0,7,0,3,0,0,4,8,0,0,0,5,8,5,0,3,0,10,0,0,3,4,5,0,12,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,3,0,6,3,6,0,3,3,5,5,0,0,0,3,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,48,17,13,38,8,13,19,3,0,18,62,32,34,60,82,75,38,37,28,19,56,29,53,46,7,36,3,16,15,22,38,8,5,12,6,137,155,139,0,106,87,0,128,122,116,83,46,104,74,44,65,72,95,46,28,41,45,48,98,43,99,43,85,41,6,42,24,34,42,30,94,25,40,19,0,3,50,12,45,58,0,0,7,76,28,38,37,0,90,57,56,51,123,87,103,86,126,0,59,51,95,152,0,0,5,34,98,77,26,0,4,6,3,4,0,0,3,3,0,0,0,3,0,0,4,3,3,3,0,0,0,0,12,0,0,30,0,3,0,0,7,3,8,13,0,3,10,9,3,3,3,6,30,3,0,0,4,0,5,3,0,3,3,7,6,0,0,0,4,4,0,6
Russia,22,3,0,3,0,0,4,0,0,3,39,12,23,13,32,36,20,15,17,4,11,12,14,20,0,0,3,10,14,4,7,0,0,3,0,31,51,48,0,7,15,0,13,0,23,3,3,4,3,0,19,26,16,14,0,12,45,20,16,3,22,6,8,14,0,16,14,8,15,4,8,3,8,4,0,3,8,0,12,3,0,0,0,8,6,6,12,0,7,10,13,21,18,23,15,40,18,0,8,22,40,14,0,0,3,3,21,25,13,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,4,0,0,4,6,0,3,0,0,12,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,3
Slovakia,0,3,0,3,0,0,3,0,0,0,7,0,3,0,3,5,0,4,3,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,6,4,4,0,6,0,0,8,8,12,8,3,7,5,3,0,0,5,3,5,9,4,9,4,6,4,0,3,0,0,0,0,3,8,4,5,0,12,0,0,0,13,0,3,0,0,0,0,3,6,3,13,0,9,3,3,5,4,0,4,0,3,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,6,4,4,4,0,3,3,0,0,4,12,4,11,13,26,21,9,8,11,0,13,11,26,11,0,3,0,0,0,0,8,3,0,10,0,62,31,13,0,17,6,0,6,0,24,10,6,0,3,0,8,23,15,4,9,12,16,5,12,3,14,10,3,3,0,7,4,15,14,16,3,0,5,0,0,3,6,4,0,5,0,0,0,4,4,9,0,0,6,24,7,14,45,46,45,15,23,0,12,12,31,43,0,0,4,15,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,5,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
