Country,Adelaide,North Adelaide,Adelaide Hills,Aldgate - Stirling,Hahndorf - Echunga,Lobethal - Woodside,Mount Barker,Mount Barker Region,Nairne,Uraidla - Summertown,Burnside - Wattle Park,Glenside - Beaumont,Toorak Gardens,Athelstone,Paradise - Newton,Rostrevor - Magill,Norwood (SA),Payneham - Felixstow,St Peters - Marden,Nailsworth - Broadview,Prospect,Walkerville,Goodwood - Millswood,Unley - Parkside,Gawler - North,Gawler - South,Lewiston - Two Wells,Craigmore - Blakeview,Davoren Park,Elizabeth,Elizabeth East,Munno Para West - Angle Vale,One Tree Hill,Smithfield - Elizabeth North,Virginia - Waterloo Corner,Enfield - Blair Athol,Northgate - Oakden - Gilles Plains,Windsor Gardens,Dry Creek - North,Ingle Farm,Para Hills,Parafield,Parafield Gardens,Paralowie,Salisbury,Salisbury East,Salisbury North,Mawson Lakes - Globe Derby Park,Pooraka - Cavan,Golden Grove,Greenwith,Highbury - Dernancourt,Hope Valley - Modbury,Modbury Heights,Redwood Park,St Agnes - Ridgehaven,Brighton (SA),Glenelg (SA),Edwardstown,Hallett Cove,Marino - Seaview Downs,Mitchell Park,Morphettville,Sheidow Park - Trott Park,Warradale,Belair,Bellevue Heights,Blackwood,Colonel Light Gardens,Mitcham (SA),Panorama,Aberfoyle Park,Aldinga,Christie Downs,Christies Beach,Clarendon,Coromandel Valley,Flagstaff Hill,Hackham - Onkaparinga Hills,Hackham West - Huntfield Heights,Happy Valley,Happy Valley Reservoir,Lonsdale,McLaren Vale,Morphett Vale - East,Morphett Vale - West,Reynella,Seaford (SA),Willunga,Woodcroft,Beverley,Flinders Park,Henley Beach,Hindmarsh - Brompton,Royal Park - Hendon - Albert Park,Seaton - Grange,West Lakes,Woodville - Cheltenham,Dry Creek - South,Largs Bay - Semaphore,North Haven,Port Adelaide,The Parks,Torrens Island,Adelaide Airport,Fulham,Lockleys,Plympton,Richmond (SA),West Beach,Barossa - Angaston,Light,Lyndoch,Mallala,Nuriootpa,Tanunda,Clare,Gilbert Valley,Goyder,Wakefield - Barunga West,Jamestown,Peterborough - Mount Remarkable,Port Pirie,Port Pirie Region,Kadina,Moonta,Wallaroo,Yorke Peninsula - North,Yorke Peninsula - South,Ceduna,Eyre Peninsula,Kimba - Cleve - Franklin Harbour,Le Hunte - Elliston,Port Lincoln,West Coast (SA),Western,Whyalla,Whyalla - North,APY Lands,Coober Pedy,Quorn - Lake Gilles,Outback,Port Augusta,Roxby Downs,Goolwa - Port Elliot,Kangaroo Island,Strathalbyn,Strathalbyn Region,Victor Harbor,Yankalilla,Grant,Kingston - Robe,Millicent,Naracoorte,Naracoorte Region,Penola,Tatiara,Wattle Range,Mount Gambier - East,Mount Gambier - West,Barmera,Berri,Karoonda - Lameroo,Loxton,Loxton Region,Mannum,Murray Bridge,Murray Bridge Region,Renmark,Renmark Region,The Coorong,Waikerie,Migratory - Offshore - Shipping (SA),No Usual Address (SA)
Greece,56,37,8,13,0,0,9,0,3,13,86,45,62,42,163,130,75,97,125,57,280,49,280,278,0,34,28,10,9,7,10,24,0,11,81,186,76,98,0,50,60,0,50,54,63,99,57,17,28,11,13,44,69,38,13,19,19,53,104,32,49,94,66,6,42,9,32,14,188,89,166,8,24,17,15,3,4,37,16,6,21,0,0,9,17,27,11,14,7,0,76,250,282,545,52,190,136,188,0,72,41,116,287,0,0,30,248,360,738,48,0,0,0,3,0,0,0,0,3,0,3,0,28,11,0,8,7,0,0,9,0,0,0,12,0,0,57,0,0,54,0,3,3,0,3,3,3,4,7,8,0,0,0,5,0,0,0,0,16,16,124,41,0,33,5,4,9,0,83,64,0,12,0,4
Moldova,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Romania,18,11,0,3,0,0,3,0,0,6,10,6,4,4,16,23,9,9,3,0,5,8,11,9,0,7,7,26,10,24,14,24,0,29,0,17,21,23,0,17,8,0,12,5,17,12,17,15,4,4,4,10,16,6,12,5,4,6,12,6,5,3,7,0,0,0,3,15,10,5,6,18,3,5,6,0,8,8,0,0,6,0,0,0,11,4,13,10,0,0,7,15,10,19,5,9,9,16,0,3,7,4,24,0,0,3,14,23,12,6,0,0,5,0,0,5,0,0,0,0,5,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0
Slovenia,0,0,0,4,0,0,0,0,0,0,4,0,10,4,7,5,5,0,9,7,5,5,0,0,0,3,0,0,0,0,0,0,0,3,0,8,3,6,0,12,12,0,5,0,3,3,0,0,3,0,0,0,9,5,7,0,3,5,0,8,0,5,0,0,6,0,0,0,3,3,0,0,0,5,4,0,0,4,0,0,0,0,0,0,3,3,0,0,0,3,0,10,7,6,0,11,3,9,0,3,6,0,5,0,0,0,7,5,12,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,10,4,0,0,0,0,0,0,0,7,0,0,0,0
Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,7,0,0,0,0,4,3,3,0,4,14,9,3,5,24,14,3,14,4,5,12,9,4,12,7,0,3,11,12,3,0,0,0,6,8,34,28,27,0,14,22,0,27,39,35,14,43,20,6,7,0,4,16,26,8,4,0,25,9,9,0,5,6,10,10,0,7,0,6,0,0,8,3,3,4,0,0,7,5,3,8,0,0,4,5,10,0,8,0,6,29,35,23,66,61,58,18,67,0,11,9,20,70,0,0,0,14,17,23,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,19,0,6,0,3,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,5,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Rep.,0,4,0,4,0,8,6,0,4,0,7,4,0,0,6,6,0,6,4,0,8,4,6,10,0,4,0,0,0,4,0,6,0,5,0,5,12,9,0,4,18,0,3,15,3,0,8,4,0,4,7,3,3,9,3,0,9,10,3,6,3,11,8,6,0,0,3,5,4,6,0,4,8,12,4,0,4,10,3,5,3,0,0,0,6,5,4,0,4,3,0,3,4,0,0,7,7,0,0,3,3,13,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0
Estonia,0,3,0,0,0,0,0,0,0,0,3,0,7,0,7,7,3,7,10,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,5,3,0,6,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0
Hungary,16,8,5,9,0,8,9,0,0,7,32,11,15,9,34,36,10,16,12,0,22,5,12,9,0,8,0,9,8,0,9,0,0,3,3,18,36,23,0,19,25,0,14,10,10,7,13,8,4,11,0,7,21,15,10,11,16,10,14,18,12,10,12,9,19,5,18,8,13,11,15,11,13,13,9,3,0,9,3,0,4,0,0,0,12,9,9,11,4,6,0,17,24,11,6,16,19,11,0,8,12,9,12,0,0,4,13,16,9,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,8,0,0,20,0,0,5,0,4,0,3,7,10,0,0,0,0,4,0,0,0,0,10,6,3,8,0,0,3,0,0,0,9,6,4,3,0,0
Latvia,9,0,0,8,0,5,9,0,0,4,22,10,16,4,8,22,4,11,7,0,4,7,21,14,0,3,0,0,0,4,6,0,0,3,0,7,3,13,0,4,3,0,3,0,0,5,0,0,0,0,0,3,6,5,0,3,11,4,14,0,5,3,9,4,5,3,14,8,5,12,11,6,3,0,5,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,3,5,8,4,3,0,4,5,5,0,0,0,4,8,9,3,3,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,11,3,6,12,15,14,7,5,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,0,0,0,5,4,0,0,0,0,6,0,4,0,0,0,6,9,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,8,10,0,0,3,4,4,7,0,0,3,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,32,13,12,37,6,12,15,5,6,23,46,35,34,41,81,71,26,29,34,11,46,27,40,40,12,35,7,24,18,7,28,15,5,15,5,104,150,104,0,80,72,0,125,98,79,57,90,65,63,77,43,74,62,81,36,30,37,59,41,110,44,69,50,84,43,16,26,27,44,24,19,102,28,45,23,3,6,48,23,42,45,0,0,0,53,28,25,40,0,85,43,47,48,104,62,91,59,114,0,48,45,75,128,0,0,3,38,76,78,23,0,5,0,4,4,3,0,0,0,3,3,5,4,0,4,9,3,0,0,0,0,0,3,4,0,0,29,0,0,6,0,4,0,0,13,0,7,3,5,0,3,0,6,0,0,0,0,0,17,9,5,0,0,0,4,6,12,0,0,0,0,0,0,0
Russia,29,7,0,11,3,3,3,0,0,14,22,15,21,12,39,36,22,6,10,6,4,14,22,23,3,3,0,9,8,0,8,9,0,7,0,25,48,48,0,10,11,0,5,0,3,8,6,18,9,14,0,14,31,20,6,5,7,33,18,21,0,18,12,6,16,0,13,21,4,11,3,7,0,3,5,0,8,4,5,6,6,0,0,0,7,9,10,12,0,15,6,18,14,21,9,26,36,20,0,13,7,32,5,0,0,3,9,5,19,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,8,7,0,5,0,0,0,0,7,0,0,0,0,0,0,4
Slovakia,0,0,0,4,0,0,0,0,0,0,8,3,6,3,3,6,3,4,5,0,11,5,3,3,0,0,0,6,0,0,0,3,0,0,0,5,4,5,0,5,0,0,7,3,7,5,5,7,3,6,4,0,0,3,7,0,8,12,0,6,8,3,0,9,4,0,0,0,7,8,8,3,0,4,0,0,0,0,3,0,9,0,0,0,3,4,4,15,0,5,0,6,5,0,0,0,0,0,0,3,3,0,0,0,0,0,3,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ukraine,7,9,4,6,0,4,3,0,0,3,11,7,4,7,31,18,7,10,13,3,13,3,27,11,5,3,0,0,4,0,3,5,0,11,0,32,22,13,0,7,8,0,6,0,7,0,0,10,5,0,0,10,30,12,6,4,7,19,7,12,4,4,10,0,6,0,5,11,10,11,3,3,0,4,5,0,0,3,0,0,0,0,0,0,3,3,3,0,0,8,16,10,6,33,31,36,15,28,0,9,11,23,34,0,0,5,3,19,11,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
